id,name,description,detail,summary,category,price,brand,promotion,created_at,updated_at
54,Ốp lưng iPhone 15 Pro Jinya T-Stand with Magsafe,"Mua Ốp lưng iPhone 15 Pro Jinya T-Stand with Magsafe chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ giao hàng tận nơi toàn quốc.","- Dòng sản phẩm: iPhone 15 Pro
- Phân loại ốp: Chống sốc, Ốp trong, Ốp nhựa cứng
- Tính năng: Hỗ trợ sạc MagSafe, Hỗ trợ sạc không dây, Có chân đứng, Chống sốc, va đập, Chống trầy xước
- Hãng sản xuất: Jinya","Mua Ốp lưng iPhone 15 Pro Jinya T-Stand with Magsafe chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ giao hàng tận nơi toàn quốc.",Điện thoại,150000,Jinya,0,2026-03-28 23:18:38,2026-03-28 23:18:38
55,Ốp lưng iPhone 15 Pro Max Araree Duple Clear,"Mua Ốp lưng iPhone 15 Pro Max Araree Duple Clear chính hãng - Giá rẻ, đảm bảo","- Chất liệu: TPU + Polycarbonate
- Dòng sản phẩm: iPhone 15 Pro Max
- Phân loại ốp: Chống sốc, Ốp trong
- Tính năng: Hỗ trợ sạc không dây, Siêu mỏng, Chống sốc, va đập, Chống ngả màu, Chống trầy xước
- Hãng sản xuất: Araree","Mua Ốp lưng iPhone 15 Pro Max Araree Duple Clear chính hãng - Giá rẻ, đảm bảo",Điện thoại,150000,Araree,0,2026-03-28 23:18:38,2026-03-28 23:18:38
56,Ốp lưng iPhone 15 Pro Max Likgus With Magsafe,"Mua Ốp lưng iPhone 15 Pro Max Likgus With Magsafe chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ giao hàng tận nơi toàn quốc.","- Dòng sản phẩm: iPhone 15 Pro Max
- Phân loại ốp: Chống sốc, Ốp trong
- Tính năng: Hỗ trợ sạc MagSafe, Hỗ trợ sạc không dây, Siêu mỏng, Chống sốc, va đập, Chống trầy xước
- Hãng sản xuất: Likgus","Mua Ốp lưng iPhone 15 Pro Max Likgus With Magsafe chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ giao hàng tận nơi toàn quốc.",Điện thoại,150000,Likgus,0,2026-03-28 23:18:38,2026-03-28 23:18:38
57,Ốp lưng iPhone 15 Pro Max TGVIS Art,"Mua Ốp lưng iPhone 15 Pro Max TGVIS Art chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ giao hàng tận nơi toàn quốc.","- Chất liệu: TPU+ PC+ Metal
- Dòng sản phẩm: iPhone 15 Pro Max
- Phân loại ốp: Chống sốc
- Tính năng: Siêu mỏng, Có chân đứng, Chống sốc, va đập, Chống trầy xước
- Hãng sản xuất: TGVIS","Mua Ốp lưng iPhone 15 Pro Max TGVIS Art chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ giao hàng tận nơi toàn quốc.",Điện thoại,150000,TGVIS,2,2026-03-28 23:18:38,2026-03-28 23:18:38
58,Ốp lưng iPhone 15 Pro TGVIS Art,"Mua Ốp lưng iPhone 15 Pro TGVIS Art chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ giao hàng tận nơi toàn quốc.","- Chất liệu: TPU+ PC+ Metal
- Dòng sản phẩm: iPhone 15 Pro
- Phân loại ốp: Chống sốc
- Tính năng: Siêu mỏng, Có chân đứng, Chống sốc, va đập, Chống trầy xước
- Hãng sản xuất: TGVIS","Mua Ốp lưng iPhone 15 Pro TGVIS Art chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ giao hàng tận nơi toàn quốc.",Điện thoại,150000,TGVIS,2,2026-03-28 23:18:38,2026-03-28 23:18:38
59,Ốp lưng iPhone 15 X Level Sparkling Magsafe,"Mua ngay Ốp lưng iPhone 15 X Level Sparkling Magsafe chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ giao hàng tận nơi toàn quốc.","- Dòng sản phẩm: iPhone 15
- Phân loại ốp: Chống sốc, Ốp trong
- Tính năng: Hỗ trợ sạc MagSafe, Hỗ trợ sạc không dây, Siêu mỏng, Chống sốc, va đập, Chống trầy xước
- Dùng được cho: iPhone 15
- Hãng sản xuất: Hãng khác","Mua ngay Ốp lưng iPhone 15 X Level Sparkling Magsafe chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ giao hàng tận nơi toàn quốc.",Điện thoại,150000,Hãng khác,0,2026-03-28 23:18:38,2026-03-28 23:18:38
60,PC Rosa Office 3200G,"Mua ngay PC Rosa Office 3200G giá rẻ - Hỗ trợ trả góp 0%, đổi mới 30 ngày, bảo hành chính hãng, giao hàng tận nơi miễn phí.","- Loại card đồ họa: Radeon Vega 8
- Dung lượng RAM: 32GB
- Loại RAM: DDR4 8GB 3200Hz
- Số khe ram: 1 x 8GB
- Ổ cứng: SSD 240G/256G 2.5&quot; SATA
- Tản nhiệt: Wraith Stealth
- Hệ điều hành: Window 11 Pro
- Loại CPU: AMD Ryzen 3 3200G","Mua ngay PC Rosa Office 3200G giá rẻ - Hỗ trợ trả góp 0%, đổi mới 30 ngày, bảo hành chính hãng, giao hàng tận nơi miễn phí.",Khác,8290000,Hãng khác,0,2026-03-28 23:18:38,2026-03-28 23:18:38
61,PC Rosa Office 5500GT,"Mua ngay PC Rosa Office 5500GT giá rẻ - Hỗ trợ trả góp 0%, đổi mới 30 ngày, bảo hành chính hãng, giao hàng tận nơi miễn phí.","- Loại card đồ họa: Radeon Vega 8
- Dung lượng RAM: 32GB
- Loại RAM: DDR4 8GB 3200Hz
- Số khe ram: 1 x 8GB
- Ổ cứng: SSD 240G/256G 2.5&quot; SATA
- Mainboard: AMD A520
- Tản nhiệt: Wraith Stealth
- Hệ điều hành: Window 11 Pro
- Loại CPU: AMD Ryzen 3 5500GT","Mua ngay PC Rosa Office 5500GT giá rẻ - Hỗ trợ trả góp 0%, đổi mới 30 ngày, bảo hành chính hãng, giao hàng tận nơi miễn phí.",Khác,10690000,Hãng khác,0,2026-03-28 23:18:38,2026-03-28 23:18:38
62,Samsung Galaxy Watch5 44mm LTE - Cũ Xước Cấn,"Mua Đồng hồ Galaxy Watch 5 44mm LTE cũ giá rẻ - Nguồn gốc rõ ràng, bảo hành 6-12 tháng, đổi mới 30 ngày, luôn xuất bán đầy đủ VAT.","- Công nghệ màn hình: Amoled
- Kích thước màn hình: 1.4 inch
- Đường kính mặt: 44mm
- Bộ nhớ trong: 16 GB
- Nghe,gọi: Nghe gọi qua Bluetooth
- Tiện ích sức khoẻ: Chế độ luyện tập, Theo dõi giấc ngủ, Đo nhịp tim, Đo lượng oxy trong máu, Đếm bước chân, Tính calo tiêu thụ, Tính quãng đường chạy, Đo mức độ stress, Cảm biến nhiệt độ, Cảnh báo nhịp tim bất thường, Đo chỉ số năng lượng cơ thể, Đo điện tâm đồ, Đo VO2 max (Đo lượng tiêu thụ oxy tối đa), Đo huyết áp
- Tương thích: Android, iOS
- Thời lượng pin: Chế độ thông minh: 2 ngày
- Hãng sản xuất: Samsung Chính hãng","Mua Đồng hồ Galaxy Watch 5 44mm LTE cũ giá rẻ - Nguồn gốc rõ ràng, bảo hành 6-12 tháng, đổi mới 30 ngày, luôn xuất bán đầy đủ VAT.",Điện thoại,1390000,Samsung Chính hãng,45,2026-03-28 23:18:38,2026-03-28 23:18:38
63,Apple Watch Series 11 46mm (GPS) Viền Nhôm Dây Cao Su Size M/L - Cũ Trầy Xước,"Mua Apple Watch Series 11 46mm (GPS) Viền Nhôm Dây Cao Su Size M/L cũ giá rẻ - Nguồn gốc rõ ràng, bảo hành 6-12 tháng, đổi mới 30 ngày, luôn xuất bán đầy đủ VAT.","- Công nghệ màn hình: Màn hình Retina Luôn Bật với OLED góc rộng và LTPO3Độ sáng đỉnh lên đến 2000 nit Độ sáng tối thiểu 1 nit Mật độ 326 pixel mỗi inch
- Đường kính mặt: 46 mm
- Kích thước cổ tay phù hợp: Vừa với cổ tay cỡ 15 – 20 cm
- Nghe,gọi: Nghe gọi qua Bluetooth
- Tiện ích sức khoẻ: Chế độ luyện tập, Theo dõi giấc ngủ, Đo nhịp tim, Đo lượng oxy trong máu, Đếm bước chân, Tính calo tiêu thụ, Tính quãng đường chạy, Đo mức độ stress, Cảm biến nhiệt độ, Phát hiện té ngã, Cảnh báo nhịp tim bất thường, Đo điện tâm đồ, Đo VO2 max (Đo lượng tiêu thụ oxy tối đa), Theo dõi chu kỳ, Nhắc nhở ít vận động, Phát hiện chứng ngưng thở khi ngủ
- Tương thích: iPhone 11 trở lên, bao gồm iPhone SE (thế hệ thứ 2 trở lên), sử dụng iOS 26 trở lên
- Thời lượng pin: Pin dùng cả ngày, lên đến 24 giờ khi sử dụng bình thường Lên đến 38 giờ ở Chế Độ Nguồn Điện Thấp
- Hãng sản xuất: Apple Chính hãng","Mua Apple Watch Series 11 46mm (GPS) Viền Nhôm Dây Cao Su Size M/L cũ giá rẻ - Nguồn gốc rõ ràng, bảo hành 6-12 tháng, đổi mới 30 ngày, luôn xuất bán đầy đủ VAT.",Khác,7090000,Apple Chính hãng,2,2026-03-28 23:18:38,2026-03-28 23:18:38
64,Bàn phím cơ không dây Aula F108 Hồng Gradient,"Mua bàn phím cơ không dây Aula F108 Hồng Gradient chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ giao hàng tận nơi toàn quốc.","- Loại bàn phím: Full-size
- Số phím: 108 phím
- Tương thích: WINXP/WIN7/WIN8/WIN10/Android/IOS/MAC
- Kết nối: 3 mode có dây Type-C &amp; không dây 2.4G &amp; BT
- Khoảng cách kết nối (Độ dài dây): Lên đến 10m
- Đèn LED: LED RGB 15 hiệu ứng ánh sáng
- Hãng sản xuất: Aula","Mua bàn phím cơ không dây Aula F108 Hồng Gradient chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ giao hàng tận nơi toàn quốc.",Phụ kiện,1649000,Aula,2,2026-03-28 23:18:38,2026-03-28 23:18:38
65,Bàn phím cơ không dây AULA F75 Hồng Gradient,"Mua Bàn phím cơ không dây AULA F75 Hồng Gradient chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ giao hàng tận nơi toàn quốc.","- Loại bàn phím: Tenkeyless 75%
- Số phím: 80 phím
- Phím đặc biệt: Phím tăng giảm âm lượng/độ sáng của đèn
- Tương thích: WINXP/WIN7/WIN8/WIN10 Android/IOS/MAC
- Kết nối: 3 mode có dây Type-C &amp; không dây 2.4G &amp; Bluetooth
- Khoảng cách kết nối (Độ dài dây): Độ dài dây:1.6m
- Đèn LED: LED RGB 16.8 triệu màu, 16 loại hiệu ứng
- Thời gian dùng: Khoảng 30.5 giờ (hiệu ứng ánh sáng mặc định) và khoảng 80 giờ (tắt led)
- Hãng sản xuất: Aula","Mua Bàn phím cơ không dây AULA F75 Hồng Gradient chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ giao hàng tận nơi toàn quốc.",Phụ kiện,1399000,Aula,75,2026-03-28 23:18:38,2026-03-28 23:18:38
66,Bàn phím cơ không dây AULA F99 Hồng Gradient,"Mua bàn phím cơ không dây AULA F99 Hồng Gradient chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ giao hàng tận nơi toàn quốc.","- Loại bàn phím: Full-size
- Số phím: 99 phím
- Tương thích: WIN XP7/8/10/Android/IOS/MAC
- Kết nối: 3 mode có dây Type-C &amp; không dây 2.4G &amp; BT
- Khoảng cách kết nối (Độ dài dây): 1.6 mKhoảng cách kết nối 10 m
- Đèn LED: LED RGB với 16 loại hiệu ứng ánh sáng
- Thời gian dùng: Khoảng 53 giờ (hiệu ứng ánh sáng mặc định)/ 400 giờ (tất cả đèn tắt)
- Hãng sản xuất: Aula","Mua bàn phím cơ không dây AULA F99 Hồng Gradient chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ giao hàng tận nơi toàn quốc.",Phụ kiện,1799000,Aula,2,2026-03-28 23:18:38,2026-03-28 23:18:38
67,Bàn phím cơ không dây AULA S75 Pro Xám Đen Gradient,"Mua bàn phím cơ không dây AULA S75 Pro Xám Đen Gradient chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ giao hàng tận nơi toàn quốc.","- Loại bàn phím: Tenkeyless
- Số phím: 80 phím
- Phím đặc biệt: Núm xoay đa chức năng
- Tương thích: WINXP/WIN7/WIN8/WIN10/Android/IOS/MAC
- Kết nối: 3 mode có dây Type-C &amp; không dây 2.4G &amp; BT
- Khoảng cách kết nối (Độ dài dây): 10 m
- Đèn LED: LED RGB 16.8 triệu màu
- Thời gian dùng: Khi sạc đầy pin: Khoảng 30 giờ (hiệu ứng ánh sáng mặc định) và khoảng 80 giờ (tắt led)
- Hãng sản xuất: Aula","Mua bàn phím cơ không dây AULA S75 Pro Xám Đen Gradient chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ giao hàng tận nơi toàn quốc.",Phụ kiện,1499000,Aula,2,2026-03-28 23:18:38,2026-03-28 23:18:38
68,Bàn phím cơ không dây AULA S98 Pro Hồng Gradient,"Mua Bàn phím cơ không dây AULA S98 Pro Hồng Gradient chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ giao hàng tận nơi toàn quốc.","- Loại bàn phím: Full-size
- Số phím: 96 phím
- Phím đặc biệt: Núm xoay đa chức năng
- Tương thích: WIN XP7/8/10/Android/IOS/MAC
- Kết nối: 3 mode có dây Type-C &amp; không dây 2.4G &amp; BT
- Khoảng cách kết nối (Độ dài dây): 10 m
- Đèn LED: LED RGB 19 hiệu ứng ánh sáng
- Thời gian dùng: khi sạc đầy pin: ≧ 20 giờ (hiệu ứng ánh sáng mặc định); ≧66.5 giờ (tắt đèn nền và đèn bên)
- Hãng sản xuất: Aula","Mua Bàn phím cơ không dây AULA S98 Pro Hồng Gradient chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ giao hàng tận nơi toàn quốc.",Phụ kiện,1809000,Aula,2,2026-03-28 23:18:38,2026-03-28 23:18:38
69,Bàn phím cơ không dây AULA S98 Pro Xám Đen Gradient,"Mua Bàn phím cơ không dây AULA S98 Pro Xám Đen Gradient chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ giao hàng tận nơi toàn quốc.","- Loại bàn phím: Full-size
- Số phím: 96 phím
- Phím đặc biệt: Núm xoay đa chức năng
- Tương thích: WIN XP7/8/10/Android/IOS/MAC
- Kết nối: 3 mode có dây Type-C &amp; không dây 2.4G &amp; BT
- Khoảng cách kết nối (Độ dài dây): 10 m
- Đèn LED: LED RGB 19 hiệu ứng ánh sáng
- Thời gian dùng: khi sạc đầy pin: ≧ 20 giờ (hiệu ứng ánh sáng mặc định); ≧66.5 giờ (tắt đèn nền và đèn bên)
- Hãng sản xuất: Aula","Mua Bàn phím cơ không dây AULA S98 Pro Xám Đen Gradient chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ giao hàng tận nơi toàn quốc.",Phụ kiện,1699000,Aula,2,2026-03-28 23:18:38,2026-03-28 23:18:38
70,Chuột không dây Aula AM205,"Mua chuột không dây Aula AM205 chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, bảo hành uy tín, giao hàng tận nơi toàn quốc.","- Tương thích: Windows 2000/XP/7/8/10
- Độ phân giải: 800-1000-1200DPI
- Kết nối: USB Receiver
- Đèn LED: Không LED
- Hãng sản xuất: Aula","Mua chuột không dây Aula AM205 chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, bảo hành uy tín, giao hàng tận nơi toàn quốc.",Phụ kiện,129000,Aula,2,2026-03-28 23:18:38,2026-03-28 23:18:38
71,OPPO A6t 6GB 256GB - Cũ đẹp,"Mua OPPO A6t 6GB 256GB cũ giá rẻ - Nguồn gốc rõ ràng, bảo hành 6-12 tháng, đổi mới 30 ngày, luôn xuất bán đầy đủ VAT.","- Kích thước màn hình: 6.75 inches
- Công nghệ màn hình: LCD
- Camera sau: 13MP + QVGA, f/2.2 + f/3.0
- Camera trước: 5MP, f/2.2
- Chipset: Qualcomm Snapdragon 685
- Công nghệ NFC: Có
- Dung lượng RAM: 6 GB
- Bộ nhớ trong: 256 GB
- Pin: 6100mAh
- Thẻ SIM: 2 Nano-SIM
- Hệ điều hành: ColorOS 15, nền tảng Android 15
- Tính năng màn hình: Kính cường lực Panda, Độ sáng: 1125 nits, 16.7 triệu màu
- Loại CPU: Qualcomm Snapdragon 685, tối đa 2.8GHz","Mua OPPO A6t 6GB 256GB cũ giá rẻ - Nguồn gốc rõ ràng, bảo hành 6-12 tháng, đổi mới 30 ngày, luôn xuất bán đầy đủ VAT.",Điện thoại,3990000,OPPO,2,2026-03-28 23:18:38,2026-03-28 23:18:38
72,Samsung Galaxy A57 5G 8GB 128GB - Đã kích hoạt,"Mua Samsung Galaxy A57 đã kích hoạt bảo hành, đổi mới 30 ngày, có trả góp 0%","- Kích thước màn hình: 6.7 inches
- Công nghệ màn hình: Super AMOLED Plus
- Camera sau: Camera chính: 50MPGóc siêu rộng 12MPMacro 5MP
- Camera trước: 12MP
- Chipset: Exynos 1680
- Công nghệ NFC: Có
- Dung lượng RAM: 8 GB
- Bộ nhớ trong: 128 GB
- Pin: 5000 mAh
- Hệ điều hành: Android 16
- Độ phân giải màn hình: 1080 x 2340 pixels (FullHD+)
- Tính năng màn hình: Tần số quét: 120Hz16 triệu màu1900 nits
- Loại CPU: 1 nhân 2.9 GHz, 3 nhân 2.6 GHz &amp; 4 nhân 1.95 GHz","Mua Samsung Galaxy A57 đã kích hoạt bảo hành, đổi mới 30 ngày, có trả góp 0%",Điện thoại,10490000,Samsung,2,2026-03-28 23:18:38,2026-03-28 23:18:38
73,Xiaomi Redmi 15C 8GB 256GB - Đã kích hoạt,"Mua Điện thoại Xiaomi Redmi 15C 8GB 256GB đã kích hoạt bảo hành, đổi mới 30 ngày, có trả góp 0%","- Kích thước màn hình: 6.9 inches
- Công nghệ màn hình: LCD
- Camera sau: 50MP, Ống kính -5P, f/1.8
- Camera trước: 8MP f/2.0
- Chipset: MediaTek Helio G81-Ultra
- Công nghệ NFC: Có
- Dung lượng RAM: 8 GB
- Bộ nhớ trong: 256 GB
- Pin: 6000mAh
- Thẻ SIM: 2 SIM (Nano-SIM)
- Hệ điều hành: Xiaomi HyperOS 2
- Độ phân giải màn hình: 1600 x 720 pixels (HD+)
- Tính năng màn hình: Độ sáng 660 nits810 nits (HBM)Tỉ lệ tương phản 1200:1Cảm ứng 240HzĐạt chứng nhận TÜV Rheinland: Giảm ánh sáng xanh, Không nhấp nháy, Thân thiện nhịp sinh họcHỗ trợ DC Dimming giảm nhấp nháy
- Loại CPU: Octa-core (Cortex-A75 + Cortex-A55), tốc độ tối đa 2.0GHz","Mua Điện thoại Xiaomi Redmi 15C 8GB 256GB đã kích hoạt bảo hành, đổi mới 30 ngày, có trả góp 0%",Điện thoại,3790000,Xiaomi,2,2026-03-28 23:18:38,2026-03-28 23:18:38
74,Đồng hồ thông minh Garmin Forerunner 265 - Cũ Xước Cấn,"Mua đồng hồ thông minh Garmin Forerunner 265 chính hãng cũ giá rẻ - Nguồn gốc rõ ràng, bảo hành 6-12 tháng, đổi mới 30 ngày, luôn xuất bán đầy đủ VAT.","- Công nghệ màn hình: Amoled
- Kích thước màn hình: 1.3 inch
- Đường kính mặt: 46.1 mm
- Bộ nhớ trong: 8 GB
- Kích thước cổ tay phù hợp: Từ 12 - 20 cm
- Tiện ích sức khoẻ: Chế độ luyện tập, Theo dõi giấc ngủ, Đo nhịp tim, Đo lượng oxy trong máu, Đếm bước chân, Tính calo tiêu thụ, Tính quãng đường chạy, Đo mức độ stress, Cảnh báo nhịp tim bất thường, Đo VO2 max (Đo lượng tiêu thụ oxy tối đa)
- Tương thích: Điện thoại chạy Android 6.0 trở lên iPhone chạy iOS 11 trở lên
- Thời lượng pin: Chế độ thông minh: 7 ngày Chế độ GPS: 24 giờ
- Hãng sản xuất: Garmin","Mua đồng hồ thông minh Garmin Forerunner 265 chính hãng cũ giá rẻ - Nguồn gốc rõ ràng, bảo hành 6-12 tháng, đổi mới 30 ngày, luôn xuất bán đầy đủ VAT.",Khác,5990000,Garmin,2,2026-03-28 23:18:38,2026-03-28 23:18:38
75,Đồng hồ thông minh Garmin Instinct 3 Solar - Cũ Đẹp,"Mua Đồng hồ Garmin Instinct 3 Solar cũ giá rẻ - Nguồn gốc rõ ràng, bảo hành 6-12 tháng, đổi mới 30 ngày, luôn xuất bán đầy đủ VAT.","- Công nghệ màn hình: Bộ nhớ trong từng điểm ảnh (MIP) đơn sắc, có thể nhìn thấy dưới ánh sáng mặt trời, phản xạ xuyên sáng
- Kích thước màn hình: 0.9 x 0.9 inch
- Đường kính mặt: 45 mm
- Kích thước cổ tay phù hợp: Phù hợp với cổ tay có chu vi từ 13.7 - 20.4 cm
- Nghe,gọi: Không
- Tiện ích sức khoẻ: Chế độ luyện tập, Theo dõi giấc ngủ, Đo nhịp tim, Đo lượng oxy trong máu, Đếm bước chân, Tính calo tiêu thụ, Tính quãng đường chạy, Đo mức độ stress, Cảm biến nhiệt độ, Tính tuổi thể chất, Đo chỉ số năng lượng cơ thể, Đo VO2 max (Đo lượng tiêu thụ oxy tối đa), Theo dõi chu kỳ, Tình trạng HRV (Heart Rate Variability), Bài tập thở, Nhắc nhở ít vận động, Nhắc nhở uống nước, Bài tập thư giãn
- Tương thích: iPhone, Android
- Thời lượng pin: Đồng hồ thông minh: 28 ngày Chế độ đồng hồ tiết kiệm pin: 65 ngày Chỉ GPS: 40 giờ/130 giờ với năng lượng mặt trời Tất cả các hệ thống vệ tinh: 28 giờ/50 giờ với năng lượng mặt trời GPS thám hiểm: 36 ngày/Không giới hạn với solar
- Hãng sản xuất: Garmin","Mua Đồng hồ Garmin Instinct 3 Solar cũ giá rẻ - Nguồn gốc rõ ràng, bảo hành 6-12 tháng, đổi mới 30 ngày, luôn xuất bán đầy đủ VAT.",Khác,7090000,Garmin,2,2026-03-28 23:18:38,2026-03-28 23:18:38
76,iPad Pro chip M5 11 inch 5G 512GB - Đổi bảo hành,"Mua iPad Pro M4 11 inch 5G 256GB cũ giá rẻ - Nguồn gốc rõ ràng, bảo hành 6-12 tháng, đổi mới 30 ngày, luôn xuất bán đầy đủ VAT.","- Kích thước màn hình: 11 inches
- Công nghệ màn hình: Ultra Retina XDR
- Camera sau: 12MP Wide, khẩu độ ƒ/1.8
- Camera trước: 12MP, khẩu độ ƒ/2.0, Center Stage (cạnh ngang)
- Chipset: Apple M5
- Công nghệ NFC: Không
- Dung lượng RAM: 12 GB
- Bộ nhớ trong: 512 GB
- Pin: Pin Li-Po 31,29 watt-giờ, thời gian sử dụng Wi-Fi đến 10 giờ
- Thẻ SIM: 1 eSIM
- Hệ điều hành: iPadOS 26
- Độ phân giải màn hình: 2420x1668 pixel
- Tính năng màn hình: Công nghệ ProMotion0 –120Hz True ToneDải màu rộng (P3)Lớp phủ chống phản chiếuKháng dầu chống bám vân tay
- Loại CPU: 9 lõi (3 hiệu năng + 6 tiết kiệm điện)
- Tương thích: Apple Pencil ProApple Pencil (USB-C)Magic Keyboard","Mua iPad Pro M4 11 inch 5G 256GB cũ giá rẻ - Nguồn gốc rõ ràng, bảo hành 6-12 tháng, đổi mới 30 ngày, luôn xuất bán đầy đủ VAT.",Tablet,38690000,Apple,2,2026-03-28 23:18:38,2026-03-28 23:18:38
77,Laptop Acer Gaming Nitro V 15 ANV15-41-R732 - Cũ Đẹp,"Mua ngay Laptop Acer Gaming Nitro V 15 ANV15-41-R732 cũ giá rẻ - Nguồn gốc rõ ràng, bảo hành 6-12 tháng, đổi mới 30 ngày, luôn xuất bán đầy đủ VAT.","- Chip AI: 194 TOPs
- Loại card đồ họa: NVIDIA GeForce RTX 4050 6 GB GDDR6 VRAM, hỗ trợ 2560 NVIDIA CUDA Cores
- Dung lượng RAM: 16GB
- Loại RAM: DDR5 4800MHz
- Số khe ram: 2 khe (1 x 16GB, nâng cấp tối đa 64GB)
- Ổ cứng: 512GB PCIe NVMe SSD (nâng cấp tối đa 4 TB SSD)
- Kích thước màn hình: 15.6 inches
- Công nghệ màn hình: Độ sáng 300nitsĐộ phủ màu NTSC 45%Màn hình LCD TFT đèn nền LED Acer ComfyView
- Pin: 57Whr 4-cell, 135W 5.5PHY Adapter
- Hệ điều hành: Windows 11 Home SL
- Độ phân giải màn hình: 1920 x 1080 pixels (FullHD)
- Loại CPU: AMD Ryzen 5 6600H (6 lõi / 12 luồng, 3.3 GHz - 4.5 GHz / 3 MB L2 cache, up to 16 MB L3 cache)
- Cổng giao tiếp: 1x USB Type-C (40Gbps / DisplayPort / sạc) 3x USB-A 1x Cổng HDMI 2.1 hỗ trợ HDCP 1x Giắc cắm tai nghe/loa 3.5 mm, hỗ trợ tai nghe có micro tích hợp 1x Cổng Ethernet (RJ-45) 1x Giắc cắm DC-in cho bộ đổi nguồn AC","Mua ngay Laptop Acer Gaming Nitro V 15 ANV15-41-R732 cũ giá rẻ - Nguồn gốc rõ ràng, bảo hành 6-12 tháng, đổi mới 30 ngày, luôn xuất bán đầy đủ VAT.",Laptop,19890000,Acer,45,2026-03-28 23:18:38,2026-03-28 23:18:38
78,Laptop Acer Nitro V 15 ProPanel ANV15-51-73UU - Cũ Đẹp,"Mua ngay Laptop Acer Nitro V 15 ProPanel ANV15-51-73UU cũ giá rẻ - Nguồn gốc rõ ràng, bảo hành 6-12 tháng, đổi mới 30 ngày, luôn xuất bán đầy đủ VAT.","- Loại card đồ họa: NVIDIA GeForce RTX 3050 6GB GDDR6
- Dung lượng RAM: 16GB
- Loại RAM: DDR5 5200 MT/s
- Số khe ram: 2 khe rời (1x 16GB, Nâng cấp tối đa 64GB)
- Ổ cứng: 512GB PCIe NVMe SSD (nâng cấp tối đa 4 TB SSD)
- Kích thước màn hình: 15.6 inches
- Công nghệ màn hình: Độ sáng 300nits Độ phủ màu sRGB 100%Màn hình LCD TFT đèn nền LED ComfyView của Acer Góc nhìn rộng lên đến 170 độ Thiết kế siêu mỏng
- Pin: 57Whr 4-cell, 135W 5.5 PHY Adapter
- Hệ điều hành: Windows 11 Home SL
- Độ phân giải màn hình: 1920 x 1080 pixels (FullHD)
- Loại CPU: Intel Core i7-13620H (10 lõi / 12 luồng, 3.6 GHz, 4.9 GHz, 24 MB Intel Smart Cache)
- Cổng giao tiếp: 1x USB Type-C (DisplayPort / Thunderbolt 4 / Sạc / DC-in) 3x USB-A 1x HDMI 2.1 hỗ trợ HDCP 1x 3.5 mm headphone/speaker jack, supporting headsets with built-in microphone 1x Ethernet (RJ-45) 1x DC-in jack for AC adapter","Mua ngay Laptop Acer Nitro V 15 ProPanel ANV15-51-73UU cũ giá rẻ - Nguồn gốc rõ ràng, bảo hành 6-12 tháng, đổi mới 30 ngày, luôn xuất bán đầy đủ VAT.",Laptop,19790000,Acer,0,2026-03-28 23:18:38,2026-03-28 23:18:38
